12500.112164 3.660E-26 .06980 .400
12500.133172 7.231E-28 .04540 .281
12500.136037 1.854E-29 .07990 .391
12500.337247 3.143E-29 .05280 .315
12500.357480 1.730E-25 .07220 .410
12500.380858 6.885E-29 .03800 .265
12500.436288 2.946E-28 .08140 .333
12500.572602 1.113E-29 .06330 .352
12500.578669 3.225E-29 .04990 .315
12500.708844 4.133E-28 .04960 .281
12500.740501 1.155E-27 .04740 .298
12500.810475 2.746E-29 .02960 .315
12500.810909 8.239E-29 .02800 .315
12500.837214 7.370E-28 .09440 .573
12500.844826 1.484E-27 .05260 .298
12500.871754 3.763E-29 .05030 .281
12501.009267 1.053E-28 .09980 .434
12501.064991 5.779E-29 .03160 .250
12501.101002 7.940E-28 .10240 .566
12501.135076 4.810E-27 .10000 .400
12501.300337 1.240E-27 .09960 .483
12501.330046 1.124E-28 .06250 .298
12501.471052 2.258E-29 .08450 .352
12501.473148 1.607E-29 .07480 .400
12501.507039 2.595E-28 .06470 .371
12501.541319 7.684E-28 .04880 .371
12501.775985 3.298E-29 .09210 .412
12501.787169 1.487E-29 .07050 .371
12502.020775 1.200E-29 .03370 .315
12502.027406 3.230E-25 .08530 .457
12502.181557 4.657E-28 .05880 .315
12502.233735 9.322E-29 .09260 .412
12502.245005 5.761E-29 .09030 .352
12502.339943 6.297E-28 .04210 .265
12502.523600 9.110E-28 .06560 .588
12502.600242 2.810E-27 .06780 .363
12502.690855 1.018E-28 .05670 .333
12502.840901 3.294E-29 .08460 .530
12502.867453 2.378E-29 .05940 .352
12503.078399 2.000E-25 .07860 .387
12503.098829 5.120E-26 .06590 .300
12503.240672 1.050E-28 .08500 .460
12503.249925 4.570E-28 .05720 .333
12503.634473 1.001E-29 .08480 .400
12503.675644 6.621E-28 .07310 .333
12503.681759 6.435E-29 .07280 .300
12503.716019 4.706E-29 .07100 .500
12503.719604 2.022E-29 .07760 .412
12503.763830 1.330E-26 .08080 .400
12503.982878 9.488E-28 .07840 .371
12504.013754 1.640E-28 .10020 .556
12504.093877 2.470E-28 .07180 .529
12504.223230 8.230E-26 .08400 .390
12504.246857 2.038E-29 .04750 .371
12504.427459 6.298E-29 .03160 .250
12504.435829 7.717E-26 .09730 .689
12504.507605 1.284E-29 .03950 .315
12504.556599 6.802E-29 .07130 .300
12504.579076 2.125E-29 .06020 .352
12504.603355 1.685E-28 .03990 .281
12504.611597 1.278E-27 .06950 .352
12504.616248 3.941E-29 .06430 .315
12504.684465 1.081E-28 .09190 .434
12504.888955 4.156E-27 .05450 .298
12504.891851 2.429E-29 .09390 .391
12504.940825 2.531E-29 .07100 .371
12505.048805 1.855E-27 .07220 .333
12505.120944 1.475E-27 .07930 .371
12505.126300 2.899E-29 .05240 .400
12505.401468 5.500E-29 .03300 .250
12505.674078 5.522E-27 .03060 .400
12505.674317 1.656E-26 .04070 .400
12505.681490 5.710E-26 .06720 .350
12505.760069 1.125E-29 .02980 .235
12505.863450 6.195E-27 .08500 .352
12505.913179 3.220E-25 .10150 .591
12506.116044 4.612E-27 .06900 .371
12506.173855 2.730E-25 .07750 .492
12506.195521 2.905E-27 .04600 .315
12506.244251 1.697E-29 .08650 .391
12506.335030 2.666E-28 .05990 .298
12506.336952 8.640E-27 .05960 .400
12506.354670 3.960E-27 .04960 .315
12506.477807 5.250E-28 .09300 .505
12506.546355 1.064E-29 .09510 .400
12506.566970 7.214E-29 .06810 .371
12506.618203 9.637E-28 .04920 .315
12506.751823 1.317E-27 .04580 .315
12506.812996 1.020E-25 .08120 .435
12506.846754 2.872E-29 .01710 .265
12507.034559 1.579E-29 .09320 .371
12507.050187 6.930E-28 .08440 .330
12507.144261 2.728E-29 .01640 .265
12507.175229 1.340E-26 .06740 .400
12507.276267 8.130E-27 .06380 .400
12507.314843 4.872E-28 .03220 .298
12507.465228 1.430E-25 .07770 .355
12507.595415 3.367E-29 .03950 .250
12507.647619 3.300E-27 .09520 .485
12507.775159 3.274E-29 .08600 .352
12507.799683 1.109E-29 .07650 .400
12507.934178 2.390E-28 .09570 .469
12508.016102 1.065E-29 .07310 .265
12508.120245 7.414E-29 .04490 .265
12508.190851 1.880E-29 .05990 .371
12508.267700 1.296E-28 .05890 .350
12508.343405 2.583E-27 .08300 .412
12508.374444 7.426E-28 .07500 .315
12508.470208 1.584E-28 .07790 .505
12508.485064 2.510E-26 .08140 .400
12508.495689 1.198E-27 .07230 .315
12508.512172 1.162E-27 .07290 .315
12508.747047 7.395E-29 .08750 .391
12508.875127 2.284E-29 .07100 .352
12509.027825 6.240E-27 .06060 .400
12509.400298 1.719E-29 .08410 .400
12509.424477 2.420E-26 .06610 .400
12509.477134 1.070E-25 .08250 .426
12509.572622 3.085E-28 .02800 .315
12509.572729 1.028E-28 .02960 .315
12509.629482 7.205E-29 .04490 .265
12509.792224 4.244E-27 .06500 .315
12509.801432 4.774E-29 .08880 .371
12509.808945 7.210E-26 .07700 .335
12510.028639 5.291E-28 .10020 .480
12510.048699 5.300E-27 .08180 .382
12510.310672 2.664E-29 .02980 .235
12510.355164 2.170E-27 .08080 .422
12510.366444 6.670E-27 .06700 .350
12510.366738 2.052E-28 .05030 .281
12510.529422 4.862E-29 .05880 .315
12510.555339 1.750E-27 .07970 .394
12510.690837 1.062E-29 .08680 .300
12510.802805 3.070E-25 .07940 .352
12510.933566 8.758E-29 .05700 .315
12510.935190 2.489E-29 .09180 .391
12511.029999 1.465E-28 .04800 .281
12511.086884 5.373E-25 .10220 .479
12511.383347 6.130E-29 .09220 .412
12511.678801 9.379E-29 .07810 .315
12512.050000 2.938E-29 .06690 .350
12512.264756 3.965E-29 .03360 .265
12512.304317 2.371E-27 .06700 .298
12512.399731 4.014E-27 .04890 .333
12512.478674 1.289E-28 .07470 .391
12512.489690 1.203E-26 .06020 .400
12512.573028 2.790E-28 .08370 .300
12512.709400 4.084E-29 .04850 .318
12512.710500 1.489E-28 .06010 .347
12512.835395 4.201E-29 .06770 .391
12512.842393 5.792E-29 .08100 .400
12512.977781 2.359E-29 .05410 .315
12513.081104 2.069E-28 .09010 .371
12513.303105 2.580E-26 .07530 .350
12513.348017 5.580E-27 .10400 .428
12513.438844 2.280E-26 .08120 .400
12513.550264 3.240E-29 .07960 .371
12513.662922 3.647E-29 .04570 .265
12513.669026 2.082E-29 .06530 .333
12514.242739 2.540E-27 .09380 .483
12514.278581 1.048E-29 .10310 .400
12514.413750 4.946E-29 .06720 .333
12514.523472 1.477E-29 .09440 .391
12514.707735 2.974E-29 .08310 .350
12514.710610 2.392E-28 .05420 .412
12514.773389 7.930E-27 .06740 .400
12515.014911 2.424E-29 .07940 .501
12515.027959 1.164E-28 .02410 .298
12515.101194 2.510E-25 .09300 .427
12515.127819 1.290E-25 .06880 .357
12515.163513 3.940E-26 .06660 .350
12515.359510 1.177E-27 .04200 .281
12515.439082 3.431E-29 .08650 .315
12515.671929 1.517E-29 .05900 .250
12515.680522 1.377E-28 .07160 .352
