Hn	3835.358
Hz	3888.052
He	3970.075
Hd	4101.738
Hg	4340.466
Hb	4861.327
Ha	6562.793
NaD1	5889.95
NaD2	5895.92
Mgb1	5167.33
Mgb2	5168.91
Mgb3	5172.70
Li6D1	6707.0704
Li6D2	6707.9195
Li7D2	6707.9241
Li7D2	6707.7723
CaIRT1	8498.0
CaIRT2	8542.0
CaIRT3	8662.0
